"Variable / Field Name","Form Name","Section Header","Field Type","Field Label","Choices, Calculations, OR Slider Labels","Field Note","Text Validation Type OR Show Slider Number","Text Validation Min","Text Validation Max",Identifier?,"Branching Logic (Show field only if...)","Required Field?","Custom Alignment","Question Number (surveys only)","Matrix Group Name","Matrix Ranking?","Field Annotation"
label_34,promis_depression,,descriptive,"<div class=""rich-text-field-label""><p style=""text-align: center;""><span style=""font-size: 18pt; color: #e03e2d;"">The participant has a score on this questionnaire that needs review by the PI.</span></p></div>",,,,,,,"[depression_score] > 32",,,,,," @HIDDEN-SURVEY"
qst_date,qst_study_data_sheet,,text,"Date: ",,,date_mdy,,,,,y,,,,,
qst_dominant_hand,qst_study_data_sheet,,dropdown,"Dominant Hand:","1, Left | 2, Right",,,,,,,,,,,,
qst_surgery_site,qst_study_data_sheet,,radio,"Surgery Site:","1, Left Knee | 2, Right Knee | 3, Left Hip | 4, Right Hip","(Choose one)",,,,,,y,,,,," @DEFAULT='[enrollment_arm_1][ss_surgery_site:value]'"
qst_comp_exp_race,qst_study_data_sheet,,checkbox,"Computer Experimenter:","1, Asian or Asian American | 2, Black or African American | 3, White, Caucasian or European | 4, American Indian? Alaska Native | 5, Native Hawaiian or Other | 6, Hispanic | 7, Other",,,,,,,,,,,,
qst_comp_exp_race_other,qst_study_data_sheet,,text,"If other, please specify:",,,,,,,"[qst_comp_exp_race(7)] = '1'",,,,,,
qst_chairside_exp_race,qst_study_data_sheet,,checkbox,"Chairside Experimenter: ","1, Asian or Asian American | 2, Black or African American | 3, White, Caucasian or European | 4, American Indian/ Alaska Native | 5, Native Hawaiian or Other | 6, Hispanic | 7, Other",,,,,,,,,,,,
qst_chairside_exp_race_other,qst_study_data_sheet,,text,"If other, please specify:",,,,,,,"[qst_chairside_exp_race(7)] = '1'",,,,,,
label_30,qst_study_data_sheet,,descriptive,"Pain Rating Scale Instructions",,,,,,,,,,,,,
label_36,qst_study_data_sheet,"Algometer Readings: ",descriptive,"Pressure Pain threshold Instructions",,,,,,,,,,,,,
qst_ppt_table,qst_study_data_sheet,,descriptive,"<div class=""rich-text-field-label""><table style=""border-collapse: collapse; width: 100.057%; height: 138.4px;"" border=""1""><colgroup><col style=""width: 33.2861%;""><col style=""width: 33.2861%;""><col style=""width: 33.2861%;""></colgroup> <tbody> <tr style=""height: 73.2px;""> <td style=""text-align: center;"">Trial #</td> <td style=""text-align: center;""> <p style=""text-align: center;"">1. Trapezius</p> <p style=""text-align: center;"">(Max 1000 kPa)</p> </td> <td style=""text-align: center;""> <p style=""text-align: center;"">2. Lateral Epicondyle</p> <p style=""text-align: center;"">(Max 1000 kPa)</p> </td> </tr> <tr style=""height: 24.4px;""> <td>1</td> <td><a class=""field-action-link"" style=""box-sizing: border-box; outline: none; color: #0d6efd; text-decoration: none; padding: 0px; --bs-link-color-rgb: var(--bs-link-hover-color-rgb); border-bottom: 2px solid rgb(101, 189, 152); background-color: rgba(170, 170, 170, 0.4); font-family: 'Open Sans', -apple-system, BlinkMacSystemFont, 'Segoe UI', Roboto, 'Helvetica Neue', Helvetica, Arial, Arial, sans-serif, 'Apple Color Emoji', 'Segoe UI Emoji', 'Segoe UI Symbol'; font-style: normal; font-variant-ligatures: normal; font-variant-caps: normal; font-weight: 400; letter-spacing: normal; orphans: 2; text-align: start; text-indent: 0px; text-transform: none; widows: 2; word-spacing: 0px; -webkit-text-stroke-width: 0px; white-space: normal; margin: 0px 0px 0px 2px; font-size: 11px;"" data-field-action=""copy-name"" data-bs-toggle=""tooltip"" data-bs-original-title=""<b>Copy</b> the field name to the clipboard"" aria-describedby=""tooltip683440"">{qst_ppt_trap_1}</a></td> <td><a class=""field-action-link"" style=""box-sizing: border-box; outline: none; color: #0d6efd; text-decoration: none; padding: 0px; --bs-link-color-rgb: var(--bs-link-hover-color-rgb); border-bottom: 2px solid rgb(101, 189, 152); background-color: rgba(170, 170, 170, 0.4); font-family: 'Open Sans', -apple-system, BlinkMacSystemFont, 'Segoe UI', Roboto, 'Helvetica Neue', Helvetica, Arial, Arial, sans-serif, 'Apple Color Emoji', 'Segoe UI Emoji', 'Segoe UI Symbol'; font-style: normal; font-variant-ligatures: normal; font-variant-caps: normal; font-weight: 400; letter-spacing: normal; orphans: 2; text-align: start; text-indent: 0px; text-transform: none; widows: 2; word-spacing: 0px; -webkit-text-stroke-width: 0px; white-space: normal; margin: 0px 0px 0px 2px; font-size: 11px;"" data-field-action=""copy-name"" data-bs-toggle=""tooltip"" data-bs-original-title=""<b>Copy</b> the field name to the clipboard"" aria-describedby=""tooltip982699"">{qst_ppt_lat_epi_1}</a></td> </tr> <tr style=""height: 16.4px;""> <td>2</td> <td><a class=""field-action-link"" style=""box-sizing: border-box; outline: none; color: #0d6efd; text-decoration: none; padding: 0px; --bs-link-color-rgb: var(--bs-link-hover-color-rgb); border-bottom: 2px solid rgb(101, 189, 152); background-color: rgba(170, 170, 170, 0.4); font-family: 'Open Sans', -apple-system, BlinkMacSystemFont, 'Segoe UI', Roboto, 'Helvetica Neue', Helvetica, Arial, Arial, sans-serif, 'Apple Color Emoji', 'Segoe UI Emoji', 'Segoe UI Symbol'; font-style: normal; font-variant-ligatures: normal; font-variant-caps: normal; font-weight: 400; letter-spacing: normal; orphans: 2; text-align: start; text-indent: 0px; text-transform: none; widows: 2; word-spacing: 0px; -webkit-text-stroke-width: 0px; white-space: normal; margin: 0px 0px 0px 2px; font-size: 11px;"" data-field-action=""copy-name"" data-bs-toggle=""tooltip"" data-bs-original-title=""<b>Copy</b> the field name to the clipboard"" aria-describedby=""tooltip70137"">{qst_ppt_trap_2}</a></td> <td><a class=""field-action-link"" style=""box-sizing: border-box; outline: none; color: #0d6efd; text-decoration: none; padding: 0px; --bs-link-color-rgb: var(--bs-link-hover-color-rgb); border-bottom: 2px solid rgb(101, 189, 152); background-color: rgba(170, 170, 170, 0.4); font-family: 'Open Sans', -apple-system, BlinkMacSystemFont, 'Segoe UI', Roboto, 'Helvetica Neue', Helvetica, Arial, Arial, sans-serif, 'Apple Color Emoji', 'Segoe UI Emoji', 'Segoe UI Symbol'; font-style: normal; font-variant-ligatures: normal; font-variant-caps: normal; font-weight: 400; letter-spacing: normal; orphans: 2; text-align: start; text-indent: 0px; text-transform: none; widows: 2; word-spacing: 0px; -webkit-text-stroke-width: 0px; white-space: normal; margin: 0px 0px 0px 2px; font-size: 11px;"" data-field-action=""copy-name"" data-bs-toggle=""tooltip"" data-bs-original-title=""<b>Copy</b> the field name to the clipboard"" aria-describedby=""tooltip982699"">{qst_ppt_lat_epi_2}</a></td> </tr> <tr style=""height: 24.4px;""> <td>3</td> <td><a class=""field-action-link"" style=""box-sizing: border-box; outline: none; color: #0d6efd; text-decoration: none; padding: 0px; font-family: 'Open Sans', -apple-system, BlinkMacSystemFont, 'Segoe UI', Roboto, 'Helvetica Neue', Helvetica, Arial, Arial, sans-serif, 'Apple Color Emoji', 'Segoe UI Emoji', 'Segoe UI Symbol'; font-style: normal; font-variant-ligatures: normal; font-variant-caps: normal; font-weight: 400; letter-spacing: normal; orphans: 2; text-align: start; text-indent: 0px; text-transform: none; widows: 2; word-spacing: 0px; -webkit-text-stroke-width: 0px; white-space: normal; background-color: #f3f3f3; margin: 0px 0px 0px 2px; font-size: 11px;"" data-field-action=""copy-name"" data-bs-toggle=""tooltip"" data-bs-original-title=""<b>Copy</b> the field name to the clipboard"">{qst_ppt_trap_3}</a></td> <td><a class=""field-action-link"" style=""box-sizing: border-box; outline: none; color: #0d6efd; text-decoration: none; padding: 0px; --bs-link-color-rgb: var(--bs-link-hover-color-rgb); border-bottom: 2px solid rgb(101, 189, 152); background-color: rgba(170, 170, 170, 0.4); font-family: 'Open Sans', -apple-system, BlinkMacSystemFont, 'Segoe UI', Roboto, 'Helvetica Neue', Helvetica, Arial, Arial, sans-serif, 'Apple Color Emoji', 'Segoe UI Emoji', 'Segoe UI Symbol'; font-style: normal; font-variant-ligatures: normal; font-variant-caps: normal; font-weight: 400; letter-spacing: normal; orphans: 2; text-align: start; text-indent: 0px; text-transform: none; widows: 2; word-spacing: 0px; -webkit-text-stroke-width: 0px; white-space: normal; margin: 0px 0px 0px 2px; font-size: 11px;"" data-field-action=""copy-name"" data-bs-toggle=""tooltip"" data-bs-original-title=""<b>Copy</b> the field name to the clipboard"" aria-describedby=""tooltip982699"">{qst_ppt_lat_epi_3}</a></td> </tr> </tbody> </table> <p> </p></div>",,,,,,,,,,,,,
qst_ppt_trap_1,qst_study_data_sheet,,text,"Trapezius (Trial 1)",,"Trial 1",,,,,,,,,,,
qst_ppt_lat_epi_1,qst_study_data_sheet,,text,"Lateral Epicondyle (Trial 1)",,"Trial 1",,,,,,,,,,,
qst_ppt_trap_2,qst_study_data_sheet,,text,"Trapezius (Trial 2)",,"Trial 2",,,,,,,,,,,
qst_ppt_lat_epi_2,qst_study_data_sheet,,text,"Lateral Epicondyle (Trial 2)",,"Trial 2",,,,,,,,,,,
qst_ppt_trap_3,qst_study_data_sheet,,text,"Trapezius (Trial 3)",,"Trial 3",,,,,,,,,,,
qst_ppt_lat_epi_3,qst_study_data_sheet,,text,"Lateral Epicondyle (Trial 3)",,"Trial 3",,,,,,,,,,,
label_31,qst_study_data_sheet,"<div class=""rich-text-field-label""><div class=""rich-text-field-label""> <p>Punctate Testing:</p> </div></div>",descriptive,"Punctate Instructions",,,,,,,,,,,,,
qst_mech_ts_finger_table,qst_study_data_sheet,,descriptive,"<div class=""rich-text-field-label""><p style=""text-align: center;"">Punctate Index Finger</p> <table style=""border-collapse: collapse; width: 100.057%;"" border=""1""><colgroup><col style=""width: 33.3239%;""><col style=""width: 33.3239%;""><col style=""width: 33.3239%;""></colgroup> <tbody> <tr> <td style=""text-align: center;"">Trial *</td> <td style=""text-align: center;"">Single Trial</td> <td style=""text-align: center;"">Series of 10</td> </tr> <tr> <td>1</td> <td><a class=""field-action-link"" style=""box-sizing: border-box; outline: none; color: #0d6efd; text-decoration: none; padding: 0px; --bs-link-color-rgb: var(--bs-link-hover-color-rgb); border-bottom: 2px solid rgb(101, 189, 152); background-color: rgba(170, 170, 170, 0.4); font-family: 'Open Sans', -apple-system, BlinkMacSystemFont, 'Segoe UI', Roboto, 'Helvetica Neue', Helvetica, Arial, Arial, sans-serif, 'Apple Color Emoji', 'Segoe UI Emoji', 'Segoe UI Symbol'; font-style: normal; font-variant-ligatures: normal; font-variant-caps: normal; font-weight: 400; letter-spacing: normal; orphans: 2; text-align: start; text-indent: 0px; text-transform: none; widows: 2; word-spacing: 0px; -webkit-text-stroke-width: 0px; white-space: normal; margin: 0px 0px 0px 2px; font-size: 11px;"" data-field-action=""copy-name"" data-bs-toggle=""tooltip"" data-bs-original-title=""<b>Copy</b> the field name to the clipboard"" aria-describedby=""tooltip176097"">{qst_mech_ts_finger_single}</a></td> <td><a class=""field-action-link"" style=""box-sizing: border-box; outline: none; color: #0d6efd; text-decoration: none; padding: 0px; font-family: 'Open Sans', -apple-system, BlinkMacSystemFont, 'Segoe UI', Roboto, 'Helvetica Neue', Helvetica, Arial, Arial, sans-serif, 'Apple Color Emoji', 'Segoe UI Emoji', 'Segoe UI Symbol'; font-style: normal; font-variant-ligatures: normal; font-variant-caps: normal; font-weight: 400; letter-spacing: normal; orphans: 2; text-align: start; text-indent: 0px; text-transform: none; widows: 2; word-spacing: 0px; -webkit-text-stroke-width: 0px; white-space: normal; background-color: #f3f3f3; margin: 0px 0px 0px 2px; font-size: 11px;"" data-field-action=""copy-name"" data-bs-toggle=""tooltip"" data-bs-original-title=""<b>Copy</b> the field name to the clipboard"">{qst_mech_ts_finger_series}</a></td> </tr> </tbody> </table> <p> </p></div>",,,,,,,,,,,,,
qst_mech_ts_finger_single,qst_study_data_sheet,,text,"Index Finger: (Single Trial)",,"Trial 1",number,0,100,,,,,,,,
qst_mech_ts_finger_series,qst_study_data_sheet,,text,"Index Finger: (Series of 10)",,"Trial 1",number,0,100,,,,,,,,
qst_mech_ts_knee_table,qst_study_data_sheet,,descriptive,"<div class=""rich-text-field-label""><p style=""text-align: center;"">Punctate Knee</p> <table style=""border-collapse: collapse; width: 100.057%; height: 73.2px;"" border=""1""><colgroup><col style=""width: 33.3239%;""><col style=""width: 33.3239%;""><col style=""width: 33.3239%;""></colgroup> <tbody> <tr style=""height: 24.4px;""> <td style=""text-align: center;"">Trial *</td> <td style=""text-align: center;"">Single Trial</td> <td style=""text-align: center;"">Series of 10</td> </tr> <tr style=""height: 24.4px;""> <td>1</td> <td><a class=""field-action-link"" style=""box-sizing: border-box; outline: none; color: #0d6efd; text-decoration: none; padding: 0px; --bs-link-color-rgb: var(--bs-link-hover-color-rgb); border-bottom: 2px solid rgb(101, 189, 152); background-color: rgba(170, 170, 170, 0.4); font-family: 'Open Sans', -apple-system, BlinkMacSystemFont, 'Segoe UI', Roboto, 'Helvetica Neue', Helvetica, Arial, Arial, sans-serif, 'Apple Color Emoji', 'Segoe UI Emoji', 'Segoe UI Symbol'; font-style: normal; font-variant-ligatures: normal; font-variant-caps: normal; font-weight: 400; letter-spacing: normal; orphans: 2; text-align: start; text-indent: 0px; text-transform: none; widows: 2; word-spacing: 0px; -webkit-text-stroke-width: 0px; white-space: normal; margin: 0px 0px 0px 2px; font-size: 11px;"" data-field-action=""copy-name"" data-bs-toggle=""tooltip"" data-bs-original-title=""<b>Copy</b> the field name to the clipboard"" aria-describedby=""tooltip23271"">{qst_mech_ts_knee_single}</a></td> <td><a class=""field-action-link"" style=""box-sizing: border-box; outline: none; color: #0d6efd; text-decoration: none; padding: 0px; font-family: 'Open Sans', -apple-system, BlinkMacSystemFont, 'Segoe UI', Roboto, 'Helvetica Neue', Helvetica, Arial, Arial, sans-serif, 'Apple Color Emoji', 'Segoe UI Emoji', 'Segoe UI Symbol'; font-style: normal; font-variant-ligatures: normal; font-variant-caps: normal; font-weight: 400; letter-spacing: normal; orphans: 2; text-align: start; text-indent: 0px; text-transform: none; widows: 2; word-spacing: 0px; -webkit-text-stroke-width: 0px; white-space: normal; background-color: #f3f3f3; margin: 0px 0px 0px 2px; font-size: 11px;"" data-field-action=""copy-name"" data-bs-toggle=""tooltip"" data-bs-original-title=""<b>Copy</b> the field name to the clipboard"">{qst_mech_ts_knee_series}</a></td> </tr> </tbody> </table> <p> </p></div>",,,,,,,"[qst_surgery_site] = '1' or [qst_surgery_site] = '2'",,,,,,
qst_mech_ts_knee_single,qst_study_data_sheet,,text,"Knee: (Single Trial)",,"Trial 1",number,0,100,,,,,,,,
qst_mech_ts_knee_series,qst_study_data_sheet,,text,"Knee: (Series of 10)",,"Trial 1",number,0,100,,,,,,,,
qst_mech_ts_hip_table,qst_study_data_sheet,,descriptive,"<div class=""rich-text-field-label""><p style=""text-align: center;"">Punctate Hip</p> <table style=""border-collapse: collapse; width: 100.057%; height: 73.2px;"" border=""1""><colgroup><col style=""width: 33.3239%;""><col style=""width: 33.3239%;""><col style=""width: 33.3239%;""></colgroup> <tbody> <tr style=""height: 24.4px;""> <td style=""text-align: center;"">Trial *</td> <td style=""text-align: center;"">Single Trial</td> <td style=""text-align: center;"">Series of 10</td> </tr> <tr style=""height: 24.4px;""> <td>1</td> <td><a class=""field-action-link"" style=""box-sizing: border-box; outline: none; color: #0d6efd; text-decoration: none; padding: 0px; --bs-link-color-rgb: var(--bs-link-hover-color-rgb); border-bottom: 2px solid rgb(101, 189, 152); background-color: rgba(170, 170, 170, 0.4); font-family: 'Open Sans', -apple-system, BlinkMacSystemFont, 'Segoe UI', Roboto, 'Helvetica Neue', Helvetica, Arial, Arial, sans-serif, 'Apple Color Emoji', 'Segoe UI Emoji', 'Segoe UI Symbol'; font-style: normal; font-variant-ligatures: normal; font-variant-caps: normal; font-weight: 400; letter-spacing: normal; orphans: 2; text-align: start; text-indent: 0px; text-transform: none; widows: 2; word-spacing: 0px; -webkit-text-stroke-width: 0px; white-space: normal; margin: 0px 0px 0px 2px; font-size: 11px;"" data-field-action=""copy-name"" data-bs-toggle=""tooltip"" data-bs-original-title=""<b>Copy</b> the field name to the clipboard"" aria-describedby=""tooltip285540"">{qst_mech_ts_hip_single}</a></td> <td><a class=""field-action-link"" style=""box-sizing: border-box; outline: none; color: #0d6efd; text-decoration: none; padding: 0px; font-family: 'Open Sans', -apple-system, BlinkMacSystemFont, 'Segoe UI', Roboto, 'Helvetica Neue', Helvetica, Arial, Arial, sans-serif, 'Apple Color Emoji', 'Segoe UI Emoji', 'Segoe UI Symbol'; font-style: normal; font-variant-ligatures: normal; font-variant-caps: normal; font-weight: 400; letter-spacing: normal; orphans: 2; text-align: start; text-indent: 0px; text-transform: none; widows: 2; word-spacing: 0px; -webkit-text-stroke-width: 0px; white-space: normal; background-color: #f3f3f3; margin: 0px 0px 0px 2px; font-size: 11px;"" data-field-action=""copy-name"" data-bs-toggle=""tooltip"" data-bs-original-title=""<b>Copy</b> the field name to the clipboard"">{qst_mech_ts_hip_series}</a></td> </tr> </tbody> </table> <p> </p></div>",,,,,,,"[qst_surgery_site] = '3' or [qst_surgery_site] = '4'",,,,,,
qst_mech_ts_hip_single,qst_study_data_sheet,,text,"Hip: (Single Trial)",,"Trial 1",number,0,100,,,,,,,,
qst_mech_ts_hip_series,qst_study_data_sheet,,text,"Hip: (Series of 10)",,"Trial 1",number,0,100,,,,,,,,
label_32,qst_study_data_sheet,"<div class=""rich-text-field-label""><div class=""rich-text-field-label""> <p>TSA Heat Testing:</p> </div></div>",descriptive,"Heat pain Threshold Instructions",,,,,,,,,,,,,
qst_thr_hip_table,qst_study_data_sheet,,descriptive,"<div class=""rich-text-field-label""><p style=""text-align: center;"">Hip Thermal Threshold</p> <table style=""border-collapse: collapse; width: 100.057%; margin-left: auto; margin-right: auto; height: 205.6px;"" border=""1""><colgroup><col style=""width: 33.2861%;""><col style=""width: 33.2861%;""><col style=""width: 33.2861%;""></colgroup> <tbody> <tr style=""height: 24.4px;""> <td> </td> <td style=""text-align: center;""> <p style=""text-align: center;"">Medial Gluteus Medius</p> <p style=""text-align: center;""><a class=""field-action-link"" style=""box-sizing: border-box; outline: none; color: #0d6efd; text-decoration: none; padding: 0px; --bs-link-color-rgb: var(--bs-link-hover-color-rgb); border-bottom: 2px solid rgb(101, 189, 152); background-color: rgba(170, 170, 170, 0.4); font-family: 'Open Sans', -apple-system, BlinkMacSystemFont, 'Segoe UI', Roboto, 'Helvetica Neue', Helvetica, Arial, Arial, sans-serif, 'Apple Color Emoji', 'Segoe UI Emoji', 'Segoe UI Symbol'; font-style: normal; font-variant-ligatures: normal; font-variant-caps: normal; font-weight: 400; letter-spacing: normal; orphans: 2; text-align: start; text-indent: 0px; text-transform: none; widows: 2; word-spacing: 0px; -webkit-text-stroke-width: 0px; white-space: normal; margin: 0px 0px 0px 2px; font-size: 11px;"" data-field-action=""copy-name"" data-bs-toggle=""tooltip"" data-bs-original-title=""<b>Copy</b> the field name to the clipboard"" aria-describedby=""tooltip545146"">{qst_thr_1_hip}</a></p> </td> <td style=""text-align: center;""> </td> </tr> <tr style=""text-align: center; height: 156.8px;""> <td> <p style=""text-align: center;"">Medial Gluteus Maximus</p> <p style=""text-align: center;""><a class=""field-action-link"" style=""box-sizing: border-box; outline: none; color: #0d6efd; text-decoration: none; padding: 0px; --bs-link-color-rgb: var(--bs-link-hover-color-rgb); border-bottom: 2px solid rgb(101, 189, 152); background-color: rgba(170, 170, 170, 0.4); font-family: 'Open Sans', -apple-system, BlinkMacSystemFont, 'Segoe UI', Roboto, 'Helvetica Neue', Helvetica, Arial, Arial, sans-serif, 'Apple Color Emoji', 'Segoe UI Emoji', 'Segoe UI Symbol'; font-style: normal; font-variant-ligatures: normal; font-variant-caps: normal; font-weight: 400; letter-spacing: normal; orphans: 2; text-align: start; text-indent: 0px; text-transform: none; widows: 2; word-spacing: 0px; -webkit-text-stroke-width: 0px; white-space: normal; margin: 0px 0px 0px 2px; font-size: 11px;"" data-field-action=""copy-name"" data-bs-toggle=""tooltip"" data-bs-original-title=""<b>Copy</b> the field name to the clipboard"" aria-describedby=""tooltip569408"">{qst_thr_2_hip}</a></p> </td> <td><img src=""https://redcap.ctsi.ufl.edu/redcap/redcap_v14.8.2/DataEntry/image_view.php?pid=13652&id=1069422&doc_id_hash=25b22637854b1d5aee805b593325f0432f2f5357"" alt="""" width=""190"" height=""150""></td> <td> <p style=""text-align: center;"">Medial Tensor Fascia Latae</p> <p style=""text-align: center;""><a class=""field-action-link"" style=""box-sizing: border-box; outline: none; color: #0d6efd; text-decoration: none; padding: 0px; font-family: 'Open Sans', -apple-system, BlinkMacSystemFont, 'Segoe UI', Roboto, 'Helvetica Neue', Helvetica, Arial, Arial, sans-serif, 'Apple Color Emoji', 'Segoe UI Emoji', 'Segoe UI Symbol'; font-style: normal; font-variant-ligatures: normal; font-variant-caps: normal; font-weight: 400; letter-spacing: normal; orphans: 2; text-align: start; text-indent: 0px; text-transform: none; widows: 2; word-spacing: 0px; -webkit-text-stroke-width: 0px; white-space: normal; background-color: #f3f3f3; margin: 0px 0px 0px 2px; font-size: 11px;"" data-field-action=""copy-name"" data-bs-toggle=""tooltip"" data-bs-original-title=""<b>Copy</b> the field name to the clipboard"">{qst_thr_4_hip}</a></p> </td> </tr> <tr style=""text-align: center; height: 24.4px;""> <td> </td> <td> <p style=""text-align: center;"">Medial Vastus Lateralis</p> <p style=""text-align: center;""><a class=""field-action-link"" style=""box-sizing: border-box; outline: none; color: #0d6efd; text-decoration: none; padding: 0px; --bs-link-color-rgb: var(--bs-link-hover-color-rgb); border-bottom: 2px solid rgb(101, 189, 152); background-color: rgba(170, 170, 170, 0.4); font-family: 'Open Sans', -apple-system, BlinkMacSystemFont, 'Segoe UI', Roboto, 'Helvetica Neue', Helvetica, Arial, Arial, sans-serif, 'Apple Color Emoji', 'Segoe UI Emoji', 'Segoe UI Symbol'; font-style: normal; font-variant-ligatures: normal; font-variant-caps: normal; font-weight: 400; letter-spacing: normal; orphans: 2; text-align: start; text-indent: 0px; text-transform: none; widows: 2; word-spacing: 0px; -webkit-text-stroke-width: 0px; white-space: normal; margin: 0px 0px 0px 2px; font-size: 11px;"" data-field-action=""copy-name"" data-bs-toggle=""tooltip"" data-bs-original-title=""<b>Copy</b> the field name to the clipboard"" aria-describedby=""tooltip188634"">{qst_thr_3_hip}</a></p> </td> <td> </td> </tr> </tbody> </table> <p style=""text-align: center;""> </p></div>",,,,,,,"[qst_surgery_site] = '3' or [qst_surgery_site] = '4'",,,,,,
